"run_type","pass","position","threads","search","event","helper","diagnostic"
"measured","1","19","2","151","submit","1","SMPDIAG search=151 event=submit helper=1 ms=0 start_depth=2"
"measured","1","19","2","151","start","1","SMPDIAG search=151 event=start helper=1 ms=0"
"measured","1","19","2","151","exit","1","SMPDIAG search=151 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=941 abort_ms=941 bestmove_ms=941 helper_elapsed_ns=941046400 helper_nodes=367737 search_elapsed_ns=941114000 exit_cause=helper-abort completed_depth=13 bestmove=a5c3 exception=- tt_reads=576350 tt_writes=363614 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","19","2","151","bestmove","-","SMPDIAG search=151 event=bestmove source=main-result move=a5c3 legal=true main_depth=13 main_move=a5c3 latest_move=a5c3 main_score_cp=643 main_nodes=378538 main_qnodes=904914 main_tt_hits=159234 main_pv=a5c3,c8b8,a4a5,g4c8,a5a6,b8a8,d2f4,f7f5,b3b4,a8a6,a1a6,c8a6,f4f5 aborted=false helper_submitted=1 helper_started=1 helper_exited=1 helper_pending=0 helper_exceptions=0 abort_ms=941 bestmove_ms=941 search_elapsed_ns=941115700"
"measured","1","19","2","151","drained","-","SMPDIAG search=151 event=drained helper_submitted=1 helper_started=1 helper_exited=1 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=941267800 hashfull=387"
"measured","1","19","4","152","begin","-","SMPDIAG search=152 event=begin threads=4 helpers=3 available_cores=16"
"measured","1","19","4","152","submit","1","SMPDIAG search=152 event=submit helper=1 ms=0 start_depth=2"
"measured","1","19","4","152","submit","2","SMPDIAG search=152 event=submit helper=2 ms=0 start_depth=1"
"measured","1","19","4","152","submit","3","SMPDIAG search=152 event=submit helper=3 ms=0 start_depth=3"
"measured","1","19","4","152","start","1","SMPDIAG search=152 event=start helper=1 ms=0"
"measured","1","19","4","152","start","3","SMPDIAG search=152 event=start helper=3 ms=0"
"measured","1","19","4","152","start","2","SMPDIAG search=152 event=start helper=2 ms=0"
"measured","1","19","4","152","exit","1","SMPDIAG search=152 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=621 abort_ms=621 bestmove_ms=621 helper_elapsed_ns=621405900 helper_nodes=237258 search_elapsed_ns=621485100 exit_cause=helper-abort completed_depth=13 bestmove=a5c3 exception=- tt_reads=372411 tt_writes=235077 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","19","4","152","exit","3","SMPDIAG search=152 event=exit helper=3 submit_ms=0 start_ms=0 exit_ms=621 abort_ms=621 bestmove_ms=621 helper_elapsed_ns=621394500 helper_nodes=236695 search_elapsed_ns=621486000 exit_cause=helper-abort completed_depth=13 bestmove=a5c3 exception=- tt_reads=393464 tt_writes=234219 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","19","4","152","bestmove","-","SMPDIAG search=152 event=bestmove source=main-result move=a5c3 legal=true main_depth=13 main_move=a5c3 latest_move=a5c3 main_score_cp=644 main_nodes=245439 main_qnodes=566060 main_tt_hits=101914 main_pv=a5c3,c8a8,a4a5,g4f3,a5a6 aborted=false helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 abort_ms=621 bestmove_ms=621 search_elapsed_ns=621485300"
"measured","1","19","4","152","exit","2","SMPDIAG search=152 event=exit helper=2 submit_ms=0 start_ms=0 exit_ms=621 abort_ms=621 bestmove_ms=621 helper_elapsed_ns=621405800 helper_nodes=236804 search_elapsed_ns=621485100 exit_cause=helper-abort completed_depth=13 bestmove=a5c3 exception=- tt_reads=366162 tt_writes=234668 tt_other=1 after_abort=1 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=1 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","19","4","152","drained","-","SMPDIAG search=152 event=drained helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=621623200 hashfull=530"
"measured","1","19","1","153","begin","-","SMPDIAG search=153 event=begin threads=1 helpers=0 available_cores=16"
"measured","1","19","1","153","bestmove","-","SMPDIAG search=153 event=bestmove source=main-result move=a5c3 legal=true main_depth=13 main_move=a5c3 latest_move=a5c3 main_score_cp=640 main_nodes=437737 main_qnodes=1039288 main_tt_hits=140745 main_pv=a5c3,c8b8,a4a5,g4f3,a5a6,e7a7,d2c2,f7f5,c2b2,b8b6,b2a2,b6b8,a2c2 aborted=false helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 abort_ms=1068 bestmove_ms=1068 search_elapsed_ns=1068523800"
"measured","1","19","1","153","drained","-","SMPDIAG search=153 event=drained helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=1068725200 hashfull=301"
"measured","1","20","4","154","begin","-","SMPDIAG search=154 event=begin threads=4 helpers=3 available_cores=16"
"measured","1","20","4","154","submit","1","SMPDIAG search=154 event=submit helper=1 ms=0 start_depth=2"
"measured","1","20","4","154","submit","2","SMPDIAG search=154 event=submit helper=2 ms=0 start_depth=1"
"measured","1","20","4","154","submit","3","SMPDIAG search=154 event=submit helper=3 ms=0 start_depth=3"
"measured","1","20","4","154","start","2","SMPDIAG search=154 event=start helper=2 ms=0"
"measured","1","20","4","154","start","3","SMPDIAG search=154 event=start helper=3 ms=0"
"measured","1","20","4","154","start","1","SMPDIAG search=154 event=start helper=1 ms=0"
"measured","1","20","4","154","exit","1","SMPDIAG search=154 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=258 abort_ms=258 bestmove_ms=258 helper_elapsed_ns=258227400 helper_nodes=115318 search_elapsed_ns=258297600 exit_cause=helper-abort completed_depth=13 bestmove=d7d2 exception=- tt_reads=226578 tt_writes=113624 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","20","4","154","exit","3","SMPDIAG search=154 event=exit helper=3 submit_ms=0 start_ms=0 exit_ms=258 abort_ms=258 bestmove_ms=258 helper_elapsed_ns=258201600 helper_nodes=115361 search_elapsed_ns=258297700 exit_cause=helper-abort completed_depth=13 bestmove=d7d2 exception=- tt_reads=208890 tt_writes=113670 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","20","4","154","exit","2","SMPDIAG search=154 event=exit helper=2 submit_ms=0 start_ms=0 exit_ms=258 abort_ms=258 bestmove_ms=258 helper_elapsed_ns=258224600 helper_nodes=109362 search_elapsed_ns=258299200 exit_cause=helper-abort completed_depth=13 bestmove=d7d2 exception=- tt_reads=225732 tt_writes=107708 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","20","4","154","bestmove","-","SMPDIAG search=154 event=bestmove source=main-result move=d7d2 legal=true main_depth=13 main_move=d7d2 latest_move=d7d2 main_score_cp=1594 main_nodes=112749 main_qnodes=187443 main_tt_hits=86225 main_pv=d7d2,c4d5,a8b8,f1d1,d2c3,a1c1,c3a5,h2h3,e7e6,d5b3,a5b4,d1d6,b8d8 aborted=false helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 abort_ms=258 bestmove_ms=258 search_elapsed_ns=258298200"
"measured","1","20","4","154","drained","-","SMPDIAG search=154 event=drained helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=258425900 hashfull=149"
"measured","1","20","1","155","begin","-","SMPDIAG search=155 event=begin threads=1 helpers=0 available_cores=16"
"measured","1","20","1","155","bestmove","-","SMPDIAG search=155 event=bestmove source=main-result move=d7d2 legal=true main_depth=13 main_move=d7d2 latest_move=d7d2 main_score_cp=1583 main_nodes=150814 main_qnodes=238508 main_tt_hits=80953 main_pv=d7d2,f1d1,d2c3,a1c1,c3a5,c4b3,g7h6,c1b1,e7e6,a2a4,c5c4,b3c2,a5c3 aborted=false helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 abort_ms=320 bestmove_ms=320 search_elapsed_ns=320229100"
"measured","1","20","1","155","drained","-","SMPDIAG search=155 event=drained helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=320345600 hashfull=126"
"measured","1","20","2","156","begin","-","SMPDIAG search=156 event=begin threads=2 helpers=1 available_cores=16"
"measured","1","20","2","156","submit","1","SMPDIAG search=156 event=submit helper=1 ms=0 start_depth=2"
"measured","1","20","2","156","start","1","SMPDIAG search=156 event=start helper=1 ms=0"
"measured","1","20","2","156","exit","1","SMPDIAG search=156 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=328 abort_ms=328 bestmove_ms=328 helper_elapsed_ns=328536800 helper_nodes=141539 search_elapsed_ns=328607200 exit_cause=helper-abort completed_depth=13 bestmove=d7d2 exception=- tt_reads=256925 tt_writes=139331 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","20","2","156","bestmove","-","SMPDIAG search=156 event=bestmove source=main-result move=d7d2 legal=true main_depth=13 main_move=d7d2 latest_move=d7d2 main_score_cp=1594 main_nodes=143239 main_qnodes=240585 main_tt_hits=83204 main_pv=d7d2,c4d5,a8b8,f1d1,d2c3,a1c1,c3a5,h2h3 aborted=false helper_submitted=1 helper_started=1 helper_exited=1 helper_pending=0 helper_exceptions=0 abort_ms=328 bestmove_ms=328 search_elapsed_ns=328607700"
"measured","1","20","2","156","drained","-","SMPDIAG search=156 event=drained helper_submitted=1 helper_started=1 helper_exited=1 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=328716300 hashfull=113"
"measured","1","21","1","157","begin","-","SMPDIAG search=157 event=begin threads=1 helpers=0 available_cores=16"
"measured","1","21","1","157","bestmove","-","SMPDIAG search=157 event=bestmove source=main-result move=c6a6 legal=true main_depth=13 main_move=c6a6 latest_move=c6a6 main_score_cp=-37 main_nodes=2172114 main_qnodes=4644866 main_tt_hits=454851 main_pv=c6a6,e3h6,g7h6,c1h6,b8b2,h2g1,a6d6 aborted=false helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 abort_ms=5985 bestmove_ms=5985 search_elapsed_ns=5985092300"
"measured","1","21","1","157","drained","-","SMPDIAG search=157 event=drained helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=5985210700 hashfull=817"
"measured","1","21","2","158","begin","-","SMPDIAG search=158 event=begin threads=2 helpers=1 available_cores=16"
"measured","1","21","2","158","submit","1","SMPDIAG search=158 event=submit helper=1 ms=0 start_depth=2"
"measured","1","21","2","158","start","1","SMPDIAG search=158 event=start helper=1 ms=0"
"measured","1","21","2","158","exit","1","SMPDIAG search=158 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=3077 abort_ms=3077 bestmove_ms=3077 helper_elapsed_ns=3077125700 helper_nodes=1091883 search_elapsed_ns=3077201100 exit_cause=helper-abort completed_depth=13 bestmove=g8h7 exception=- tt_reads=1550671 tt_writes=1085692 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","21","2","158","bestmove","-","SMPDIAG search=158 event=bestmove source=main-result move=g8h7 legal=true main_depth=13 main_move=g8h7 latest_move=g8h7 main_score_cp=-37 main_nodes=1072886 main_qnodes=2398432 main_tt_hits=303327 main_pv=g8h7,a2a3,b8a8,h2g1,c8e8 aborted=false helper_submitted=1 helper_started=1 helper_exited=1 helper_pending=0 helper_exceptions=0 abort_ms=3077 bestmove_ms=3077 search_elapsed_ns=3077202100"
"measured","1","21","2","158","drained","-","SMPDIAG search=158 event=drained helper_submitted=1 helper_started=1 helper_exited=1 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=3077319400 hashfull=799"
"measured","1","21","4","159","begin","-","SMPDIAG search=159 event=begin threads=4 helpers=3 available_cores=16"
"measured","1","21","4","159","submit","1","SMPDIAG search=159 event=submit helper=1 ms=0 start_depth=2"
"measured","1","21","4","159","submit","2","SMPDIAG search=159 event=submit helper=2 ms=0 start_depth=1"
"measured","1","21","4","159","submit","3","SMPDIAG search=159 event=submit helper=3 ms=0 start_depth=3"
"measured","1","21","4","159","start","1","SMPDIAG search=159 event=start helper=1 ms=0"
"measured","1","21","4","159","start","2","SMPDIAG search=159 event=start helper=2 ms=0"
"measured","1","21","4","159","start","3","SMPDIAG search=159 event=start helper=3 ms=0"
"measured","1","21","4","159","exit","2","SMPDIAG search=159 event=exit helper=2 submit_ms=0 start_ms=0 exit_ms=2662 abort_ms=2662 bestmove_ms=2662 helper_elapsed_ns=2662160500 helper_nodes=901825 search_elapsed_ns=2662221100 exit_cause=helper-abort completed_depth=12 bestmove=g8h7 exception=- tt_reads=1343736 tt_writes=897017 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","21","4","159","exit","1","SMPDIAG search=159 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=2662 abort_ms=2662 bestmove_ms=2662 helper_elapsed_ns=2662164700 helper_nodes=913088 search_elapsed_ns=2662221100 exit_cause=helper-abort completed_depth=12 bestmove=g8h7 exception=- tt_reads=1318402 tt_writes=907369 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","21","4","159","exit","3","SMPDIAG search=159 event=exit helper=3 submit_ms=0 start_ms=0 exit_ms=2662 abort_ms=2662 bestmove_ms=2662 helper_elapsed_ns=2662154900 helper_nodes=903238 search_elapsed_ns=2662221200 exit_cause=helper-abort completed_depth=12 bestmove=g8h7 exception=- tt_reads=1331348 tt_writes=897744 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","21","4","159","bestmove","-","SMPDIAG search=159 event=bestmove source=main-result move=g6g5 legal=true main_depth=13 main_move=g6g5 latest_move=g6g5 main_score_cp=-35 main_nodes=899230 main_qnodes=2004557 main_tt_hits=285857 main_pv=g6g5,f3e5,c6b6,e1e2,b8a8 aborted=false helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 abort_ms=2662 bestmove_ms=2662 search_elapsed_ns=2662202200"
"measured","1","21","4","159","drained","-","SMPDIAG search=159 event=drained helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=2662360700 hashfull=925"
"measured","1","22","2","160","begin","-","SMPDIAG search=160 event=begin threads=2 helpers=1 available_cores=16"
"measured","1","22","2","160","submit","1","SMPDIAG search=160 event=submit helper=1 ms=0 start_depth=2"
"measured","1","22","2","160","start","1","SMPDIAG search=160 event=start helper=1 ms=0"
"measured","1","22","2","160","exit","1","SMPDIAG search=160 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=1212 abort_ms=1212 bestmove_ms=1212 helper_elapsed_ns=1212341100 helper_nodes=402274 search_elapsed_ns=1212434400 exit_cause=helper-abort completed_depth=13 bestmove=d4e6 exception=- tt_reads=663147 tt_writes=399562 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","22","2","160","bestmove","-","SMPDIAG search=160 event=bestmove source=main-result move=d4e6 legal=true main_depth=13 main_move=d4e6 latest_move=d4e6 main_score_cp=46 main_nodes=398366 main_qnodes=979215 main_tt_hits=189286 main_pv=d4e6,c5c4,f2b6,d5b6,c2c3,b4d3,d1d3,c4d3,e6c7,g8f8 aborted=false helper_submitted=1 helper_started=1 helper_exited=1 helper_pending=0 helper_exceptions=0 abort_ms=1212 bestmove_ms=1212 search_elapsed_ns=1212433900"
"measured","1","22","2","160","drained","-","SMPDIAG search=160 event=drained helper_submitted=1 helper_started=1 helper_exited=1 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=1212550200 hashfull=369"
"measured","1","22","4","161","begin","-","SMPDIAG search=161 event=begin threads=4 helpers=3 available_cores=16"
"measured","1","22","4","161","submit","1","SMPDIAG search=161 event=submit helper=1 ms=0 start_depth=2"
"measured","1","22","4","161","submit","2","SMPDIAG search=161 event=submit helper=2 ms=0 start_depth=1"
"measured","1","22","4","161","submit","3","SMPDIAG search=161 event=submit helper=3 ms=0 start_depth=3"
"measured","1","22","4","161","start","1","SMPDIAG search=161 event=start helper=1 ms=0"
"measured","1","22","4","161","start","2","SMPDIAG search=161 event=start helper=2 ms=0"
"measured","1","22","4","161","start","3","SMPDIAG search=161 event=start helper=3 ms=0"
"measured","1","22","4","161","exit","2","SMPDIAG search=161 event=exit helper=2 submit_ms=0 start_ms=0 exit_ms=767 abort_ms=767 bestmove_ms=767 helper_elapsed_ns=767637200 helper_nodes=248289 search_elapsed_ns=767710500 exit_cause=helper-abort completed_depth=13 bestmove=d4b5 exception=- tt_reads=420376 tt_writes=246447 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","22","4","161","exit","3","SMPDIAG search=161 event=exit helper=3 submit_ms=0 start_ms=0 exit_ms=767 abort_ms=767 bestmove_ms=767 helper_elapsed_ns=767634800 helper_nodes=240427 search_elapsed_ns=767709600 exit_cause=helper-abort completed_depth=13 bestmove=d4b5 exception=- tt_reads=398128 tt_writes=238715 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","22","4","161","exit","1","SMPDIAG search=161 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=767 abort_ms=767 bestmove_ms=767 helper_elapsed_ns=767649200 helper_nodes=230365 search_elapsed_ns=767709500 exit_cause=helper-abort completed_depth=13 bestmove=d4b5 exception=- tt_reads=399255 tt_writes=228902 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","22","4","161","bestmove","-","SMPDIAG search=161 event=bestmove source=main-result move=d4b5 legal=true main_depth=13 main_move=d4b5 latest_move=d4b5 main_score_cp=46 main_nodes=239705 main_qnodes=583322 main_tt_hits=135668 main_pv=d4b5 aborted=false helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 abort_ms=767 bestmove_ms=767 search_elapsed_ns=767710500"
"measured","1","22","4","161","drained","-","SMPDIAG search=161 event=drained helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=767846800 hashfull=404"
"measured","1","22","1","162","begin","-","SMPDIAG search=162 event=begin threads=1 helpers=0 available_cores=16"
"measured","1","22","1","162","bestmove","-","SMPDIAG search=162 event=bestmove source=main-result move=d4b5 legal=true main_depth=13 main_move=d4b5 latest_move=d4b5 main_score_cp=24 main_nodes=581587 main_qnodes=1343701 main_tt_hits=174350 main_pv=d4b5,a6b5,a4b5,d5f4,b3c4,a8d8,d1d8,e8d8,h2h4,b4d5,c2c3,b6c7,g1h2 aborted=false helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 abort_ms=1655 bestmove_ms=1655 search_elapsed_ns=1655694700"
"measured","1","22","1","162","drained","-","SMPDIAG search=162 event=drained helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=1655817300 hashfull=365"
"measured","1","23","4","163","begin","-","SMPDIAG search=163 event=begin threads=4 helpers=3 available_cores=16"
"measured","1","23","4","163","submit","1","SMPDIAG search=163 event=submit helper=1 ms=0 start_depth=2"
"measured","1","23","4","163","submit","2","SMPDIAG search=163 event=submit helper=2 ms=0 start_depth=1"
"measured","1","23","4","163","submit","3","SMPDIAG search=163 event=submit helper=3 ms=0 start_depth=3"
"measured","1","23","4","163","start","3","SMPDIAG search=163 event=start helper=3 ms=0"
"measured","1","23","4","163","start","2","SMPDIAG search=163 event=start helper=2 ms=0"
"measured","1","23","4","163","start","1","SMPDIAG search=163 event=start helper=1 ms=0"
"measured","1","23","4","163","exit","2","SMPDIAG search=163 event=exit helper=2 submit_ms=0 start_ms=0 exit_ms=198 abort_ms=198 bestmove_ms=198 helper_elapsed_ns=198129700 helper_nodes=110132 search_elapsed_ns=198231900 exit_cause=helper-abort completed_depth=13 bestmove=g5d8 exception=- tt_reads=208460 tt_writes=109175 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","23","4","163","exit","1","SMPDIAG search=163 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=198 abort_ms=198 bestmove_ms=198 helper_elapsed_ns=198131100 helper_nodes=101658 search_elapsed_ns=198233400 exit_cause=helper-abort completed_depth=13 bestmove=g5d8 exception=- tt_reads=206825 tt_writes=100725 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","23","4","163","exit","3","SMPDIAG search=163 event=exit helper=3 submit_ms=0 start_ms=0 exit_ms=198 abort_ms=198 bestmove_ms=198 helper_elapsed_ns=198128500 helper_nodes=109603 search_elapsed_ns=198232000 exit_cause=helper-abort completed_depth=13 bestmove=g5d8 exception=- tt_reads=211265 tt_writes=108595 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
"measured","1","23","4","163","bestmove","-","SMPDIAG search=163 event=bestmove source=main-result move=g5d8 legal=true main_depth=13 main_move=g5d8 latest_move=g5d8 main_score_cp=688 main_nodes=108085 main_qnodes=233412 main_tt_hits=82662 main_pv=g5d8,a8d8,d6c4,d8e8,e2f3,e8f8,f3g2,f8e8,h2h4,e8e2,g2f3,e2c2,b1b6,a6a7,b6b4,c2c3,f3f4,a7a6,b4b6 aborted=false helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 abort_ms=198 bestmove_ms=198 search_elapsed_ns=198233200"
"measured","1","23","4","163","drained","-","SMPDIAG search=163 event=drained helper_submitted=3 helper_started=3 helper_exited=3 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=198352800 hashfull=137"
"measured","1","23","1","164","begin","-","SMPDIAG search=164 event=begin threads=1 helpers=0 available_cores=16"
"measured","1","23","1","164","bestmove","-","SMPDIAG search=164 event=bestmove source=main-result move=g5d8 legal=true main_depth=13 main_move=g5d8 latest_move=g5d8 main_score_cp=682 main_nodes=176857 main_qnodes=395806 main_tt_hits=91055 main_pv=g5d8,a8d8,d6c4,d8g8,b1b6,a6a7,b6b4,a7a6,e2d3,g8d8,d3c2,d8g8,c4d6,a6a5,d6b7,a5a6,b7c5,a6a5 aborted=false helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 abort_ms=309 bestmove_ms=309 search_elapsed_ns=309083300"
"measured","1","23","1","164","drained","-","SMPDIAG search=164 event=drained helper_submitted=0 helper_started=0 helper_exited=0 helper_pending=0 helper_exceptions=0 drain_elapsed_ns=309204200 hashfull=115"
"measured","1","23","2","165","begin","-","SMPDIAG search=165 event=begin threads=2 helpers=1 available_cores=16"
"measured","1","23","2","165","submit","1","SMPDIAG search=165 event=submit helper=1 ms=0 start_depth=2"
"measured","1","23","2","165","start","1","SMPDIAG search=165 event=start helper=1 ms=0"
"measured","1","23","2","165","exit","1","SMPDIAG search=165 event=exit helper=1 submit_ms=0 start_ms=0 exit_ms=202 abort_ms=202 bestmove_ms=202 helper_elapsed_ns=202579200 helper_nodes=117372 search_elapsed_ns=202665200 exit_cause=helper-abort completed_depth=13 bestmove=g5d8 exception=- tt_reads=219474 tt_writes=116426 tt_other=1 after_abort=0 after_generation=0 after_clear=0 after_resize=0 reads_after_abort=0 writes_after_abort=0 other_after_abort=0 reads_after_generation=0 writes_after_generation=0 other_after_generation=0 reads_after_clear=0 writes_after_clear=0 other_after_clear=0 reads_after_resize=0 writes_after_resize=0 other_after_resize=0"
