"run_type","pass","position","fen","threads","search","main_depth","main_nodes","main_qnodes","main_tt_hits","main_ttd_ms","main_nps_uci","hashfull_depth13","final_hashfull","main_move","bestmove","bestmove_source","legal","total_nodes","total_nps","drain_elapsed_ns","helpers_submitted","helpers_started","helpers_exited","helper_exceptions","info_line","bestmove_diagnostic"
"measured","1","26","8/8/k7/1p6/2p5/2P1K3/8/8 b - - 0 67","4","172","13","47309","119426","32731","61","775557","20","20","a6a5","a6a5","main-result","true","187310","3011734.364","62193400","3","3","3","0","info depth 13 seldepth 21 score cp 346 nodes 47309 nps 775557 time 61 hashfull 20 pv a6a5 e3d4 a5a4 d4c5 a4b3 c5b5 b3c3 b5c5 c3d3 c5b4 c4c3 b4b3 c3c2 b3b2","{move=a6a5, main_pv=a6a5,e3d4,a5a4,d4c5,a4b3,c5b5,b3c3,b5c5,c3d3,c5b4,c4c3,b4b3,c3c2,b3b2, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=62076500, helper_started=3, main_score_cp=346, main_qnodes=119426, source=main-result, main_tt_hits=32731, abort_ms=62, main_move=a6a5, main_nodes=47309, search=172, main_depth=13, legal=true, helper_pending=0, bestmove_ms=62, event=bestmove, latest_move=a6a5}"
"measured","1","26","8/8/k7/1p6/2p5/2P1K3/8/8 b - - 0 67","1","173","13","47736","108493","31594","61","782557","16","16","a6a5","a6a5","main-result","true","47736","760493.103","62769800","0","0","0","0","info depth 13 seldepth 21 score cp 422 nodes 47736 nps 782557 time 61 hashfull 16 pv a6a5 e3d2 a5a4 d2c2 a4a3 c2d2 a3b2 d2d1 b2c3 d1c1 c3d3 c1d1 c4c3","{move=a6a5, main_pv=a6a5,e3d2,a5a4,d2c2,a4a3,c2d2,a3b2,d2d1,b2c3,d1c1,c3d3,c1d1,c4c3, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=62655400, helper_started=0, main_score_cp=422, main_qnodes=108493, source=main-result, main_tt_hits=31594, abort_ms=62, main_move=a6a5, main_nodes=47736, search=173, main_depth=13, legal=true, helper_pending=0, bestmove_ms=62, event=bestmove, latest_move=a6a5}"
"measured","1","26","8/8/k7/1p6/2p5/2P1K3/8/8 b - - 0 67","2","174","13","47640","120684","31514","64","744375","16","16","a6a5","a6a5","main-result","true","94673","1448791.207","65346200","1","1","1","0","info depth 13 seldepth 21 score cp 363 nodes 47640 nps 744375 time 64 hashfull 16 pv a6a5 e3d2 a5a4 d2c2 a4a3 c2c1 a3b3 c1d2 b3b2 d2e2 b2c3 e2e3 b5b4 e3e4 b4b3","{move=a6a5, main_pv=a6a5,e3d2,a5a4,d2c2,a4a3,c2c1,a3b3,c1d2,b3b2,d2e2,b2c3,e2e3,b5b4,e3e4,b4b3, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=65235000, helper_started=1, main_score_cp=363, main_qnodes=120684, source=main-result, main_tt_hits=31514, abort_ms=65, main_move=a6a5, main_nodes=47640, search=174, main_depth=13, legal=true, helper_pending=0, bestmove_ms=65, event=bestmove, latest_move=a6a5}"
"measured","1","27","8/6b1/p1p4p/2P5/P1B2P1k/8/2K3P1/8 b - - 0 58","1","175","13","72278","177061","37879","109","663100","53","53","a6a5","a6a5","main-result","true","72278","652979.142","110689600","0","0","0","0","info depth 13 seldepth 22 score cp -118 nodes 72278 nps 663100 time 109 hashfull 53 pv a6a5 c4d5 g7d4 d5c6 d4c5 f4f5 h4g5 c6d7 h6h5 c2d3 h5h4 d3c4 c5d6","{move=a6a5, main_pv=a6a5,c4d5,g7d4,d5c6,d4c5,f4f5,h4g5,c6d7,h6h5,c2d3,h5h4,d3c4,c5d6, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=110553500, helper_started=0, main_score_cp=-118, main_qnodes=177061, source=main-result, main_tt_hits=37879, abort_ms=110, main_move=a6a5, main_nodes=72278, search=175, main_depth=13, legal=true, helper_pending=0, bestmove_ms=110, event=bestmove, latest_move=a6a5}"
"measured","1","27","8/6b1/p1p4p/2P5/P1B2P1k/8/2K3P1/8 b - - 0 58","2","176","13","53226","141741","30813","83","641277","75","75","a6a5","a6a5","main-result","true","109144","1299024.042","84020000","1","1","1","0","info depth 13 seldepth 21 score cp -122 nodes 53226 nps 641277 time 83 hashfull 75 pv a6a5 c4d5 g7d4 d5c6 d4c5 c6f3 c5d6 f4f5 h4g5 f3e4 h6h5 c2d3 g5g4","{move=a6a5, main_pv=a6a5,c4d5,g7d4,d5c6,d4c5,c6f3,c5d6,f4f5,h4g5,f3e4,h6h5,c2d3,g5g4, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=83894900, helper_started=1, main_score_cp=-122, main_qnodes=141741, source=main-result, main_tt_hits=30813, abort_ms=83, main_move=a6a5, main_nodes=53226, search=176, main_depth=13, legal=true, helper_pending=0, bestmove_ms=83, event=bestmove, latest_move=a6a5}"
"measured","1","27","8/6b1/p1p4p/2P5/P1B2P1k/8/2K3P1/8 b - - 0 58","4","177","13","52140","117985","42361","83","628192","83","83","a6a5","a6a5","main-result","true","205267","2425750.414","84620000","3","3","3","0","info depth 13 seldepth 23 score cp -114 nodes 52140 nps 628192 time 83 hashfull 83 pv a6a5 c4b5 g7f8 b5c6 f8c5 c6f3 c5d6 f4f5 h4g5 g2g4 g5f4 f3e2 d6e5 c2d2","{move=a6a5, main_pv=a6a5,c4b5,g7f8,b5c6,f8c5,c6f3,c5d6,f4f5,h4g5,g2g4,g5f4,f3e2,d6e5,c2d2, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=84492100, helper_started=3, main_score_cp=-114, main_qnodes=117985, source=main-result, main_tt_hits=42361, abort_ms=84, main_move=a6a5, main_nodes=52140, search=177, main_depth=13, legal=true, helper_pending=0, bestmove_ms=84, event=bestmove, latest_move=a6a5}"
"measured","1","28","6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 40","2","178","13","1460136","5916727","469811","3794","384853","889","889","d2b4","d2b4","main-result","true","2894482","762675.009","3795170900","1","1","1","0","info depth 13 seldepth 26 score cp 250 nodes 1460136 nps 384853 time 3794 hashfull 889 pv d2b4 c5b4 a5a6 b3c3 a6a7 c3c8 a4b4 g8g7","{move=d2b4, main_pv=d2b4,c5b4,a5a6,b3c3,a6a7,c3c8,a4b4,g8g7, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=3794997600, helper_started=1, main_score_cp=250, main_qnodes=5916727, source=main-result, main_tt_hits=469811, abort_ms=3794, main_move=d2b4, main_nodes=1460136, search=178, main_depth=13, legal=true, helper_pending=0, bestmove_ms=3794, event=bestmove, latest_move=d2b4}"
"measured","1","28","6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 40","4","179","13","1749621","7464055","463700","4946","353744","995","995","d2b4","d2b4","main-result","true","6985455","1411972.627","4947302000","3","3","3","0","info depth 13 seldepth 28 score cp 250 nodes 1749621 nps 353744 time 4946 hashfull 995 pv d2b4 c5b4 a5a6 b3c3","{move=d2b4, main_pv=d2b4,c5b4,a5a6,b3c3, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=4947139800, helper_started=3, main_score_cp=250, main_qnodes=7464055, source=main-result, main_tt_hits=463700, abort_ms=4947, main_move=d2b4, main_nodes=1749621, search=179, main_depth=13, legal=true, helper_pending=0, bestmove_ms=4947, event=bestmove, latest_move=d2b4}"
"measured","1","28","6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 40","1","180","13","1825906","7116080","655054","4546","401651","747","747","d2b4","d2b4","main-result","true","1825906","401549.754","4547147600","0","0","0","0","info depth 13 seldepth 28 score cp 267 nodes 1825906 nps 401651 time 4546 hashfull 747 pv d2b4 c5b4 a5a6 b3c3 a6a7 c3c8 a4b4 g8g7 b4b8 c8c1 g1g2 c1a1 a7a8q a1a8 b8a8 g7f6 g2f3 f6f5","{move=d2b4, main_pv=d2b4,c5b4,a5a6,b3c3,a6a7,c3c8,a4b4,g8g7,b4b8,c8c1,g1g2,c1a1,a7a8q,a1a8,b8a8,g7f6,g2f3,f6f5, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=4547017500, helper_started=0, main_score_cp=267, main_qnodes=7116080, source=main-result, main_tt_hits=655054, abort_ms=4547, main_move=d2b4, main_nodes=1825906, search=180, main_depth=13, legal=true, helper_pending=0, bestmove_ms=4547, event=bestmove, latest_move=d2b4}"
"measured","1","29","r4k2/pb2bp1r/2n1p2p/1pq3p1/3B1N2/2NQP1PP/PPP2PK1/R4R2 b - - 1 25","4","181","13","1257993","2450768","640446","3551","354264","875","875","c6d4","c6d4","main-result","true","4902291","1379851.264","3552767700","3","3","3","0","info depth 13 seldepth 26 score cp 553 nodes 1257993 nps 354264 time 3551 hashfull 875 pv c6d4 f2f3 d4f5 f4e2","{move=c6d4, main_pv=c6d4,f2f3,d4f5,f4e2, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=3552646200, helper_started=3, main_score_cp=553, main_qnodes=2450768, source=main-result, main_tt_hits=640446, abort_ms=3552, main_move=c6d4, main_nodes=1257993, search=181, main_depth=13, legal=true, helper_pending=0, bestmove_ms=3552, event=bestmove, latest_move=c6d4}"
"measured","1","29","r4k2/pb2bp1r/2n1p2p/1pq3p1/3B1N2/2NQP1PP/PPP2PK1/R4R2 b - - 1 25","1","182","13","2053406","3893576","411984","5463","375875","784","784","c6d4","c6d4","main-result","true","2053406","375789.003","5464252500","0","0","0","0","info depth 13 seldepth 28 score cp 558 nodes 2053406 nps 375875 time 5463 hashfull 784 pv c6d4 f2f3 d4f5 f4e2 f5e3 g2h2 f8g7 d3b5 c5b5 c3b5 e3f1 a1f1 a8c8 b5d4 h7h8 e2c3 h8d8 f1d1 c8c4","{move=c6d4, main_pv=c6d4,f2f3,d4f5,f4e2,f5e3,g2h2,f8g7,d3b5,c5b5,c3b5,e3f1,a1f1,a8c8,b5d4,h7h8,e2c3,h8d8,f1d1,c8c4, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=5464124900, helper_started=0, main_score_cp=558, main_qnodes=3893576, source=main-result, main_tt_hits=411984, abort_ms=5464, main_move=c6d4, main_nodes=2053406, search=182, main_depth=13, legal=true, helper_pending=0, bestmove_ms=5464, event=bestmove, latest_move=c6d4}"
"measured","1","29","r4k2/pb2bp1r/2n1p2p/1pq3p1/3B1N2/2NQP1PP/PPP2PK1/R4R2 b - - 1 25","2","183","13","1816423","3493278","586074","4992","363866","862","862","c6d4","c6d4","main-result","true","3621615","725236.217","4993704000","1","1","1","0","info depth 13 seldepth 27 score cp 562 nodes 1816423 nps 363866 time 4992 hashfull 862 pv c6d4 f2f3 d4f5 f4e2 f5e3","{move=c6d4, main_pv=c6d4,f2f3,d4f5,f4e2,f5e3, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=4993584200, helper_started=1, main_score_cp=562, main_qnodes=3493278, source=main-result, main_tt_hits=586074, abort_ms=4993, main_move=c6d4, main_nodes=1816423, search=183, main_depth=13, legal=true, helper_pending=0, bestmove_ms=4993, event=bestmove, latest_move=c6d4}"
"measured","1","30","3r2k1/1p3ppp/2pq4/p1n5/P6P/1P6/1PB2QP1/1K2R3 w - - 0 28","1","184","13","777967","1300972","199111","1742","446594","449","449","f2f5","f2f5","main-result","true","777967","446278.624","1743231600","0","0","0","0","info depth 13 seldepth 25 score cp -99 nodes 777967 nps 446594 time 1742 hashfull 449 pv f2f5 g7g6 f5g5 h7h6 g5e3 b7b6 e1d1 d6f6 d1d8 f6d8 h4h5 g8g7 h5g6 f7g6 e3f3","{move=f2f5, main_pv=f2f5,g7g6,f5g5,h7h6,g5e3,b7b6,e1d1,d6f6,d1d8,f6d8,h4h5,g8g7,h5g6,f7g6,e3f3, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=1743085800, helper_started=0, main_score_cp=-99, main_qnodes=1300972, source=main-result, main_tt_hits=199111, abort_ms=1743, main_move=f2f5, main_nodes=777967, search=184, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1743, event=bestmove, latest_move=f2f5}"
"measured","1","30","3r2k1/1p3ppp/2pq4/p1n5/P6P/1P6/1PB2QP1/1K2R3 w - - 0 28","2","185","13","1195807","2168753","265700","2822","423744","835","835","f2f3","f2f3","main-result","true","2380382","843053.903","2823522900","1","1","1","0","info depth 13 seldepth 28 score cp -119 nodes 1195807 nps 423744 time 2822 hashfull 835 pv f2f3 h7h6 e1d1 d6e7 d1d8 e7d8 f3g4 b7b6 b1a2 d8c7","{move=f2f3, main_pv=f2f3,h7h6,e1d1,d6e7,d1d8,e7d8,f3g4,b7b6,b1a2,d8c7, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=2823397700, helper_started=1, main_score_cp=-119, main_qnodes=2168753, source=main-result, main_tt_hits=265700, abort_ms=2823, main_move=f2f3, main_nodes=1195807, search=185, main_depth=13, legal=true, helper_pending=0, bestmove_ms=2823, event=bestmove, latest_move=f2f3}"
"measured","1","30","3r2k1/1p3ppp/2pq4/p1n5/P6P/1P6/1PB2QP1/1K2R3 w - - 0 28","4","186","13","544829","1016193","164298","1362","400021","800","800","h4h5","h4h5","main-result","true","2186222","1603241.181","1363626400","3","3","3","0","info depth 13 seldepth 24 score cp -117 nodes 544829 nps 400021 time 1362 hashfull 800 pv h4h5 c5d3","{move=h4h5, main_pv=h4h5,c5d3, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=1363485100, helper_started=3, main_score_cp=-117, main_qnodes=1016193, source=main-result, main_tt_hits=164298, abort_ms=1363, main_move=h4h5, main_nodes=544829, search=186, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1363, event=bestmove, latest_move=h4h5}"
"measured","2","0","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","2","187","13","471173","1080534","195519","1167","403747","482","482","e2e4","e2e4","main-result","true","939905","804224.866","1168709200","1","1","1","0","info depth 13 seldepth 24 score cp 24 nodes 471173 nps 403747 time 1167 hashfull 482 pv e2e4 e7e5 g1f3 b8c6 c2c3 g8f6 d2d4 f6e4 d4d5 c6e7 f3e5 d7d6 e5f3","{move=e2e4, main_pv=e2e4,e7e5,g1f3,b8c6,c2c3,g8f6,d2d4,f6e4,d4d5,c6e7,f3e5,d7d6,e5f3, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=1168563400, helper_started=1, main_score_cp=24, main_qnodes=1080534, source=main-result, main_tt_hits=195519, abort_ms=1168, main_move=e2e4, main_nodes=471173, search=187, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1168, event=bestmove, latest_move=e2e4}"
"measured","2","0","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","4","188","13","246169","576590","119545","629","391365","516","517","e2e4","e2e4","main-result","true","989310","1570232.888","630040300","3","3","3","0","info depth 13 seldepth 25 score cp 29 nodes 246169 nps 391365 time 629 hashfull 516 pv e2e4 e7e5 g1f3 b8c6 d2d4 e5d4","{move=e2e4, main_pv=e2e4,e7e5,g1f3,b8c6,d2d4,e5d4, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=629926300, helper_started=3, main_score_cp=29, main_qnodes=576590, source=main-result, main_tt_hits=119545, abort_ms=629, main_move=e2e4, main_nodes=246169, search=188, main_depth=13, legal=true, helper_pending=0, bestmove_ms=629, event=bestmove, latest_move=e2e4}"
"measured","2","0","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","1","189","13","528398","1218768","145603","1273","415080","372","372","e2e4","e2e4","main-result","true","528398","414798.828","1273865700","0","0","0","0","info depth 13 seldepth 23 score cp 29 nodes 528398 nps 415080 time 1273 hashfull 372 pv e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4 c7c6 f1e2","{move=e2e4, main_pv=e2e4,e7e5,g1f3,g8f6,b1c3,b8c6,d2d4,e5d4,f3d4,c6d4,d1d4,c7c6,f1e2, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=1273738100, helper_started=0, main_score_cp=29, main_qnodes=1218768, source=main-result, main_tt_hits=145603, abort_ms=1273, main_move=e2e4, main_nodes=528398, search=189, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1273, event=bestmove, latest_move=e2e4}"
"measured","2","1","r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 1","4","190","13","2665100","6202098","957344","9925","268523","995","995","e2a6","e2a6","main-result","true","10674770","1075398.710","9926337000","3","3","3","0","info depth 13 seldepth 28 score cp -145 nodes 2665100 nps 268523 time 9925 hashfull 995 pv e2a6","{move=e2a6, main_pv=e2a6, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=9926190500, helper_started=3, main_score_cp=-145, main_qnodes=6202098, source=main-result, main_tt_hits=957344, abort_ms=9926, main_move=e2a6, main_nodes=2665100, search=190, main_depth=13, legal=true, helper_pending=0, bestmove_ms=9926, event=bestmove, latest_move=e2a6}"
"measured","2","1","r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 1","1","191","13","3475078","7660190","475283","11751","295726","925","925","e2a6","e2a6","main-result","true","3475078","295688.228","11752507100","0","0","0","0","info depth 13 seldepth 28 score cp -90 nodes 3475078 nps 295726 time 11751 hashfull 925 pv e2a6 b4c3 d2c3 e6d5 e5g4 h3g2 f3g2 e8f8 c3f6 g7f6 e1c1 f6g5 c1b1 d5e4 h2h4 h8h4","{move=e2a6, main_pv=e2a6,b4c3,d2c3,e6d5,e5g4,h3g2,f3g2,e8f8,c3f6,g7f6,e1c1,f6g5,c1b1,d5e4,h2h4,h8h4, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=11752371400, helper_started=0, main_score_cp=-90, main_qnodes=7660190, source=main-result, main_tt_hits=475283, abort_ms=11752, main_move=e2a6, main_nodes=3475078, search=191, main_depth=13, legal=true, helper_pending=0, bestmove_ms=11752, event=bestmove, latest_move=e2a6}"
"measured","2","1","r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 1","2","192","13","9642829","30097486","1973675","35546","271277","1000","1000","e2a6","e2a6","main-result","true","19260744","541832.830","35547392000","1","1","1","0","info depth 13 seldepth 28 score cp -129 nodes 9642829 nps 271277 time 35546 hashfull 1000 pv e2a6 b4c3 d2c3 h3g2","{move=e2a6, main_pv=e2a6,b4c3,d2c3,h3g2, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=35547264500, helper_started=1, main_score_cp=-129, main_qnodes=30097486, source=main-result, main_tt_hits=1973675, abort_ms=35547, main_move=e2a6, main_nodes=9642829, search=192, main_depth=13, legal=true, helper_pending=0, bestmove_ms=35547, event=bestmove, latest_move=e2a6}"
"measured","2","2","4k3/8/8/8/8/8/4P3/4K3 w - - 5 39","1","193","13","7568","7523","8952","7","1081142","2","2","e1d2","e1d2","main-result","true","7568","930072.508","8137000","0","0","0","0","info depth 13 seldepth 17 score cp 160 nodes 7568 nps 1081142 time 7 hashfull 2 pv e1d2 e8d7 d2e3 d7d6 e3f4 d6e6 e2e4 e6f6 e4e5 f6e7 f4e3 e7d7 e3e4 d7e6","{move=e1d2, main_pv=e1d2,e8d7,d2e3,d7d6,e3f4,d6e6,e2e4,e6f6,e4e5,f6e7,f4e3,e7d7,e3e4,d7e6, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=8049200, helper_started=0, main_score_cp=160, main_qnodes=7523, source=main-result, main_tt_hits=8952, abort_ms=8, main_move=e1d2, main_nodes=7568, search=193, main_depth=13, legal=true, helper_pending=0, bestmove_ms=8, event=bestmove, latest_move=e1d2}"
"measured","2","2","4k3/8/8/8/8/8/4P3/4K3 w - - 5 39","2","194","13","6666","6783","8483","6","1111000","3","3","e1f2","e1f2","main-result","true","13036","1850653.038","7044000","1","1","1","0","info depth 13 seldepth 16 score cp 159 nodes 6666 nps 1111000 time 6 hashfull 3 pv e1f2 e8d7 f2f3 d7e7 f3f4 e7d6 f4f5","{move=e1f2, main_pv=e1f2,e8d7,f2f3,d7e7,f3f4,e7d6,f4f5, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=6953100, helper_started=1, main_score_cp=159, main_qnodes=6783, source=main-result, main_tt_hits=8483, abort_ms=6, main_move=e1f2, main_nodes=6666, search=194, main_depth=13, legal=true, helper_pending=0, bestmove_ms=6, event=bestmove, latest_move=e1f2}"
"measured","2","2","4k3/8/8/8/8/8/4P3/4K3 w - - 5 39","4","195","13","5177","5669","6594","5","1035400","3","3","e1f2","e1f2","main-result","true","20540","3379067.548","6078600","3","3","3","0","info depth 13 seldepth 17 score cp 174 nodes 5177 nps 1035400 time 5 hashfull 3 pv e1f2 e8d7 f2e3 d7d6 e3f4 d6e6 e2e4 e6f6 e4e5 f6g6 f4e4 g6g5 e5e6 g5f6","{move=e1f2, main_pv=e1f2,e8d7,f2e3,d7d6,e3f4,d6e6,e2e4,e6f6,e4e5,f6g6,f4e4,g6g5,e5e6,g5f6, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=5980700, helper_started=3, main_score_cp=174, main_qnodes=5669, source=main-result, main_tt_hits=6594, abort_ms=5, main_move=e1f2, main_nodes=5177, search=195, main_depth=13, legal=true, helper_pending=0, bestmove_ms=5, event=bestmove, latest_move=e1f2}"
"measured","2","3","r3k2r/Pppp1ppp/1b3nbN/nP6/BBP1P3/q4N2/Pp1P2PP/R2Q1RK1 w kq - 0 1","2","196","13","648275","1709848","298425","2264","286340","507","507","c4c5","c4c5","main-result","true","1295484","571826.588","2265519000","1","1","1","0","info depth 13 seldepth 28 score cp -576 nodes 648275 nps 286340 time 2264 hashfull 507 pv c4c5 b6c5 b4c5 a3c5 d2d4 b2a1q d4c5 a1d1 f1d1 f6e4 f3e5 g7h6 d1e1 e8d8 e5g6 h7g6 e1e4 f7f5 e4e3","{move=c4c5, main_pv=c4c5,b6c5,b4c5,a3c5,d2d4,b2a1q,d4c5,a1d1,f1d1,f6e4,f3e5,g7h6,d1e1,e8d8,e5g6,h7g6,e1e4,f7f5,e4e3, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=2265107900, helper_started=1, main_score_cp=-576, main_qnodes=1709848, source=main-result, main_tt_hits=298425, abort_ms=2265, main_move=c4c5, main_nodes=648275, search=196, main_depth=13, legal=true, helper_pending=0, bestmove_ms=2265, event=bestmove, latest_move=c4c5}"
"measured","2","3","r3k2r/Pppp1ppp/1b3nbN/nP6/BBP1P3/q4N2/Pp1P2PP/R2Q1RK1 w kq - 0 1","4","197","13","431377","1152525","246828","1583","272506","495","495","c4c5","c4c5","main-result","true","1705109","1075833.732","1584918700","3","3","3","0","info depth 13 seldepth 26 score cp -603 nodes 431377 nps 272506 time 1583 hashfull 495 pv c4c5 b6c5 b4c5 a3c5 g1h1 b2a1q d1a1 a8a7 d2d3 a5c4 d3c4 a7a4 f3e5","{move=c4c5, main_pv=c4c5,b6c5,b4c5,a3c5,g1h1,b2a1q,d1a1,a8a7,d2d3,a5c4,d3c4,a7a4,f3e5, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=1584790500, helper_started=3, main_score_cp=-603, main_qnodes=1152525, source=main-result, main_tt_hits=246828, abort_ms=1584, main_move=c4c5, main_nodes=431377, search=197, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1584, event=bestmove, latest_move=c4c5}"
"measured","2","3","r3k2r/Pppp1ppp/1b3nbN/nP6/BBP1P3/q4N2/Pp1P2PP/R2Q1RK1 w kq - 0 1","1","198","13","605659","1501526","198351","2032","298060","375","375","c4c5","c4c5","main-result","true","605659","297841.753","2033492600","0","0","0","0","info depth 13 seldepth 27 score cp -590 nodes 605659 nps 298060 time 2032 hashfull 375 pv c4c5 b6c5 b4c5 a3c5 g1h1 b2a1r d1a1 a8a7 e4e5 f6h5 g2g4 g7h6 g4h5 g6h5 d2d4 c5c4 b5b6","{move=c4c5, main_pv=c4c5,b6c5,b4c5,a3c5,g1h1,b2a1r,d1a1,a8a7,e4e5,f6h5,g2g4,g7h6,g4h5,g6h5,d2d4,c5c4,b5b6, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=2033373500, helper_started=0, main_score_cp=-590, main_qnodes=1501526, source=main-result, main_tt_hits=198351, abort_ms=2033, main_move=c4c5, main_nodes=605659, search=198, main_depth=13, legal=true, helper_pending=0, bestmove_ms=2033, event=bestmove, latest_move=c4c5}"
"measured","2","4","rnbqkbnr/p1pppppp/8/1p6/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2","4","199","13","135995","360607","79356","405","335790","289","289","b5c4","b5c4","main-result","true","551809","1359720.550","405825300","3","3","3","0","info depth 13 seldepth 24 score cp -32 nodes 135995 nps 335790 time 405 hashfull 289 pv b5c4 e2e4 c8a6 f1e2 c7c6 b1c3 e7e6 g1f3 d7d5 e1g1 h7h6","{move=b5c4, main_pv=b5c4,e2e4,c8a6,f1e2,c7c6,b1c3,e7e6,g1f3,d7d5,e1g1,h7h6, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=405691700, helper_started=3, main_score_cp=-32, main_qnodes=360607, source=main-result, main_tt_hits=79356, abort_ms=405, main_move=b5c4, main_nodes=135995, search=199, main_depth=13, legal=true, helper_pending=0, bestmove_ms=405, event=bestmove, latest_move=b5c4}"
"measured","2","4","rnbqkbnr/p1pppppp/8/1p6/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2","1","200","13","444366","1180659","97281","1192","372790","324","324","b5c4","b5c4","main-result","true","444366","372407.395","1193225500","0","0","0","0","info depth 13 seldepth 23 score cp -45 nodes 444366 nps 372790 time 1192 hashfull 324 pv b5c4 e2e4 c7c6 f1c4 d7d5 e4d5 c6d5 c4d3 b8c6 g1f3 g8f6 e1g1 a8b8","{move=b5c4, main_pv=b5c4,e2e4,c7c6,f1c4,d7d5,e4d5,c6d5,c4d3,b8c6,g1f3,g8f6,e1g1,a8b8, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=1193098300, helper_started=0, main_score_cp=-45, main_qnodes=1180659, source=main-result, main_tt_hits=97281, abort_ms=1193, main_move=b5c4, main_nodes=444366, search=200, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1193, event=bestmove, latest_move=b5c4}"
