"run_type","pass","position","fen","threads","search","main_depth","main_nodes","main_qnodes","main_tt_hits","main_ttd_ms","main_nps_uci","hashfull_depth13","final_hashfull","main_move","bestmove","bestmove_source","legal","total_nodes","total_nps","drain_elapsed_ns","helpers_submitted","helpers_started","helpers_exited","helper_exceptions","info_line","bestmove_diagnostic"
"measured","1","0","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","1","94","13","528398","1218768","145603","1261","419030","372","372","e2e4","e2e4","main-result","true","528398","418753.209","1261836300","0","0","0","0","info depth 13 seldepth 23 score cp 29 nodes 528398 nps 419030 time 1261 hashfull 372 pv e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4 c7c6 f1e2","{move=e2e4, main_pv=e2e4,e7e5,g1f3,g8f6,b1c3,b8c6,d2d4,e5d4,f3d4,c6d4,d1d4,c7c6,f1e2, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=1261713000, helper_started=0, main_score_cp=29, main_qnodes=1218768, source=main-result, main_tt_hits=145603, abort_ms=1261, main_move=e2e4, main_nodes=528398, search=94, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1261, event=bestmove, latest_move=e2e4}"
"measured","1","0","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","2","95","13","348281","832521","139104","880","395773","387","387","e2e4","e2e4","main-result","true","697028","790514.390","881739800","1","1","1","0","info depth 13 seldepth 23 score cp 29 nodes 348281 nps 395773 time 880 hashfull 387 pv e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4 c7c6 f1e2","{move=e2e4, main_pv=e2e4,e7e5,g1f3,g8f6,b1c3,b8c6,d2d4,e5d4,f3d4,c6d4,d1d4,c7c6,f1e2, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=881539600, helper_started=1, main_score_cp=29, main_qnodes=832521, source=main-result, main_tt_hits=139104, abort_ms=881, main_move=e2e4, main_nodes=348281, search=95, main_depth=13, legal=true, helper_pending=0, bestmove_ms=881, event=bestmove, latest_move=e2e4}"
"measured","1","0","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","4","96","13","268492","618582","113511","695","386319","542","542","e2e4","e2e4","main-result","true","1070376","1537200.615","696315100","3","3","3","0","info depth 13 seldepth 22 score cp 29 nodes 268492 nps 386319 time 695 hashfull 542 pv e2e4 e7e5 g1f3 b8c6","{move=e2e4, main_pv=e2e4,e7e5,g1f3,b8c6, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=696166500, helper_started=3, main_score_cp=29, main_qnodes=618582, source=main-result, main_tt_hits=113511, abort_ms=696, main_move=e2e4, main_nodes=268492, search=96, main_depth=13, legal=true, helper_pending=0, bestmove_ms=696, event=bestmove, latest_move=e2e4}"
"measured","1","1","r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 1","2","97","13","4903901","11215848","1006808","16994","288566","999","999","e2a6","e2a6","main-result","true","9671238","569057.888","16995174300","1","1","1","0","info depth 13 seldepth 28 score cp -145 nodes 4903901 nps 288566 time 16994 hashfull 999 pv e2a6 e6d5 c3d5 b6d5 e1c1 h3g2 e4d5 g2h1q d1h1 g7h6 d2h6 e7e5 h6g7 e5g5 c1b1","{move=e2a6, main_pv=e2a6,e6d5,c3d5,b6d5,e1c1,h3g2,e4d5,g2h1q,d1h1,g7h6,d2h6,e7e5,h6g7,e5g5,c1b1, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=16995056600, helper_started=1, main_score_cp=-145, main_qnodes=11215848, source=main-result, main_tt_hits=1006808, abort_ms=16995, main_move=e2a6, main_nodes=4903901, search=97, main_depth=13, legal=true, helper_pending=0, bestmove_ms=16995, event=bestmove, latest_move=e2a6}"
"measured","1","1","r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 1","4","98","13","3161535","7568833","1302181","11830","267247","998","998","e2a6","e2a6","main-result","true","12406712","1048616.979","11831500200","3","3","3","0","info depth 13 seldepth 28 score cp -145 nodes 3161535 nps 267247 time 11830 hashfull 998 pv e2a6 e6d5 c3d5 b6d5","{move=e2a6, main_pv=e2a6,e6d5,c3d5,b6d5, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=11831319800, helper_started=3, main_score_cp=-145, main_qnodes=7568833, source=main-result, main_tt_hits=1302181, abort_ms=11831, main_move=e2a6, main_nodes=3161535, search=98, main_depth=13, legal=true, helper_pending=0, bestmove_ms=11831, event=bestmove, latest_move=e2a6}"
"measured","1","1","r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 1","1","99","13","3475078","7660190","475283","11704","296913","925","925","e2a6","e2a6","main-result","true","3475078","296894.641","11704751500","0","0","0","0","info depth 13 seldepth 28 score cp -90 nodes 3475078 nps 296913 time 11704 hashfull 925 pv e2a6 b4c3 d2c3 e6d5 e5g4 h3g2 f3g2 e8f8 c3f6 g7f6 e1c1 f6g5 c1b1 d5e4 h2h4 h8h4","{move=e2a6, main_pv=e2a6,b4c3,d2c3,e6d5,e5g4,h3g2,f3g2,e8f8,c3f6,g7f6,e1c1,f6g5,c1b1,d5e4,h2h4,h8h4, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=11704593500, helper_started=0, main_score_cp=-90, main_qnodes=7660190, source=main-result, main_tt_hits=475283, abort_ms=11704, main_move=e2a6, main_nodes=3475078, search=99, main_depth=13, legal=true, helper_pending=0, bestmove_ms=11704, event=bestmove, latest_move=e2a6}"
"measured","1","2","4k3/8/8/8/8/8/4P3/4K3 w - - 5 39","4","100","13","6677","7118","8140","6","1112833","2","2","e1d2","e1d2","main-result","true","26706","3619336.740","7378700","3","3","3","0","info depth 13 seldepth 17 score cp 177 nodes 6677 nps 1112833 time 6 hashfull 2 pv e1d2 e8d7 d2e3 d7d6 e3f4 d6e6 e2e4 e6f6 e4e5 f6g6 f4g4 g6g7 g4f5 g7f7","{move=e1d2, main_pv=e1d2,e8d7,d2e3,d7d6,e3f4,d6e6,e2e4,e6f6,e4e5,f6g6,f4g4,g6g7,g4f5,g7f7, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=7255600, helper_started=3, main_score_cp=177, main_qnodes=7118, source=main-result, main_tt_hits=8140, abort_ms=7, main_move=e1d2, main_nodes=6677, search=100, main_depth=13, legal=true, helper_pending=0, bestmove_ms=7, event=bestmove, latest_move=e1d2}"
"measured","1","2","4k3/8/8/8/8/8/4P3/4K3 w - - 5 39","1","101","13","7568","7523","8952","7","1081142","2","2","e1d2","e1d2","main-result","true","7568","944830.772","8009900","0","0","0","0","info depth 13 seldepth 17 score cp 160 nodes 7568 nps 1081142 time 7 hashfull 2 pv e1d2 e8d7 d2e3 d7d6 e3f4 d6e6 e2e4 e6f6 e4e5 f6e7 f4e3 e7d7 e3e4 d7e6","{move=e1d2, main_pv=e1d2,e8d7,d2e3,d7d6,e3f4,d6e6,e2e4,e6f6,e4e5,f6e7,f4e3,e7d7,e3e4,d7e6, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=7913200, helper_started=0, main_score_cp=160, main_qnodes=7523, source=main-result, main_tt_hits=8952, abort_ms=7, main_move=e1d2, main_nodes=7568, search=101, main_depth=13, legal=true, helper_pending=0, bestmove_ms=7, event=bestmove, latest_move=e1d2}"
"measured","1","2","4k3/8/8/8/8/8/4P3/4K3 w - - 5 39","2","102","13","6532","6826","8124","6","1088666","3","3","e1d2","e1d2","main-result","true","12582","1819364.914","6915600","1","1","1","0","info depth 13 seldepth 16 score cp 159 nodes 6532 nps 1088666 time 6 hashfull 3 pv e1d2 e8d7 d2e3 d7e6 e3f4 e6e7 e2e4 e7f6 e4e5 f6e7 f4f5 e7d7 f5f6 d7c6","{move=e1d2, main_pv=e1d2,e8d7,d2e3,d7e6,e3f4,e6e7,e2e4,e7f6,e4e5,f6e7,f4f5,e7d7,f5f6,d7c6, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=6826100, helper_started=1, main_score_cp=159, main_qnodes=6826, source=main-result, main_tt_hits=8124, abort_ms=6, main_move=e1d2, main_nodes=6532, search=102, main_depth=13, legal=true, helper_pending=0, bestmove_ms=6, event=bestmove, latest_move=e1d2}"
"measured","1","3","r3k2r/Pppp1ppp/1b3nbN/nP6/BBP1P3/q4N2/Pp1P2PP/R2Q1RK1 w kq - 0 1","1","103","13","605659","1501526","198351","2013","300873","375","375","c4c5","c4c5","main-result","true","605659","300672.894","2014345200","0","0","0","0","info depth 13 seldepth 27 score cp -590 nodes 605659 nps 300873 time 2013 hashfull 375 pv c4c5 b6c5 b4c5 a3c5 g1h1 b2a1r d1a1 a8a7 e4e5 f6h5 g2g4 g7h6 g4h5 g6h5 d2d4 c5c4 b5b6","{move=c4c5, main_pv=c4c5,b6c5,b4c5,a3c5,g1h1,b2a1r,d1a1,a8a7,e4e5,f6h5,g2g4,g7h6,g4h5,g6h5,d2d4,c5c4,b5b6, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=2014218800, helper_started=0, main_score_cp=-590, main_qnodes=1501526, source=main-result, main_tt_hits=198351, abort_ms=2014, main_move=c4c5, main_nodes=605659, search=103, main_depth=13, legal=true, helper_pending=0, bestmove_ms=2014, event=bestmove, latest_move=c4c5}"
"measured","1","3","r3k2r/Pppp1ppp/1b3nbN/nP6/BBP1P3/q4N2/Pp1P2PP/R2Q1RK1 w kq - 0 1","2","104","13","550636","1396650","229135","1866","295088","395","395","c4c5","c4c5","main-result","true","1101108","589460.295","1867993500","1","1","1","0","info depth 13 seldepth 27 score cp -590 nodes 550636 nps 295088 time 1866 hashfull 395 pv c4c5 b6c5 b4c5 a3c5 g1h1 b2a1r d1a1 a8a7 e4e5 f6h5 g2g4 g7h6 g4h5 g6h5 d2d4 c5c4 b5b6","{move=c4c5, main_pv=c4c5,b6c5,b4c5,a3c5,g1h1,b2a1r,d1a1,a8a7,e4e5,f6h5,g2g4,g7h6,g4h5,g6h5,d2d4,c5c4,b5b6, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=1867756200, helper_started=1, main_score_cp=-590, main_qnodes=1396650, source=main-result, main_tt_hits=229135, abort_ms=1867, main_move=c4c5, main_nodes=550636, search=104, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1867, event=bestmove, latest_move=c4c5}"
"measured","1","3","r3k2r/Pppp1ppp/1b3nbN/nP6/BBP1P3/q4N2/Pp1P2PP/R2Q1RK1 w kq - 0 1","4","105","13","398017","1041498","265964","1462","272241","419","419","c4c5","c4c5","main-result","true","1595875","1089975.585","1464138300","3","3","3","0","info depth 13 seldepth 26 score cp -590 nodes 398017 nps 272241 time 1462 hashfull 419 pv c4c5 b6c5 b4c5 a3c5 g1h1 b2a1q d1a1 a8a7 e4e5 f6h5 g2g4 g7h6 g4h5 g6h5 d2d4 c5c4 b5b6","{move=c4c5, main_pv=c4c5,b6c5,b4c5,a3c5,g1h1,b2a1q,d1a1,a8a7,e4e5,f6h5,g2g4,g7h6,g4h5,g6h5,d2d4,c5c4,b5b6, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=1463915100, helper_started=3, main_score_cp=-590, main_qnodes=1041498, source=main-result, main_tt_hits=265964, abort_ms=1463, main_move=c4c5, main_nodes=398017, search=105, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1463, event=bestmove, latest_move=c4c5}"
"measured","1","4","rnbqkbnr/p1pppppp/8/1p6/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2","2","106","13","288501","735375","102706","782","368927","372","372","b5c4","b5c4","main-result","true","567935","725067.495","783285700","1","1","1","0","info depth 13 seldepth 24 score cp -45 nodes 288501 nps 368927 time 782 hashfull 372 pv b5c4 e2e4 c7c6 f1c4 d7d5 e4d5 c6d5 c4d3 b8c6 g1f3 g8f6 e1g1 a8b8","{move=b5c4, main_pv=b5c4,e2e4,c7c6,f1c4,d7d5,e4d5,c6d5,c4d3,b8c6,g1f3,g8f6,e1g1,a8b8, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=783168200, helper_started=1, main_score_cp=-45, main_qnodes=735375, source=main-result, main_tt_hits=102706, abort_ms=783, main_move=b5c4, main_nodes=288501, search=106, main_depth=13, legal=true, helper_pending=0, bestmove_ms=783, event=bestmove, latest_move=b5c4}"
"measured","1","4","rnbqkbnr/p1pppppp/8/1p6/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2","4","107","13","142878","373462","103587","397","359894","275","275","b5c4","b5c4","main-result","true","571580","1435143.722","398273700","3","3","3","0","info depth 13 seldepth 23 score cp -31 nodes 142878 nps 359894 time 397 hashfull 275 pv b5c4 e2e4 c8a6 b1c3 e7e6 d1a4 c7c6 f1c4 a6c4 a4c4 d7d5 c4e2 d5e4","{move=b5c4, main_pv=b5c4,e2e4,c8a6,b1c3,e7e6,d1a4,c7c6,f1c4,a6c4,a4c4,d7d5,c4e2,d5e4, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=398096700, helper_started=3, main_score_cp=-31, main_qnodes=373462, source=main-result, main_tt_hits=103587, abort_ms=398, main_move=b5c4, main_nodes=142878, search=107, main_depth=13, legal=true, helper_pending=0, bestmove_ms=398, event=bestmove, latest_move=b5c4}"
"measured","1","4","rnbqkbnr/p1pppppp/8/1p6/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2","1","108","13","444366","1180659","97281","1192","372790","324","324","b5c4","b5c4","main-result","true","444366","372289.583","1193603100","0","0","0","0","info depth 13 seldepth 23 score cp -45 nodes 444366 nps 372790 time 1192 hashfull 324 pv b5c4 e2e4 c7c6 f1c4 d7d5 e4d5 c6d5 c4d3 b8c6 g1f3 g8f6 e1g1 a8b8","{move=b5c4, main_pv=b5c4,e2e4,c7c6,f1c4,d7d5,e4d5,c6d5,c4d3,b8c6,g1f3,g8f6,e1g1,a8b8, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=1193464000, helper_started=0, main_score_cp=-45, main_qnodes=1180659, source=main-result, main_tt_hits=97281, abort_ms=1193, main_move=b5c4, main_nodes=444366, search=108, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1193, event=bestmove, latest_move=b5c4}"
"measured","1","5","r1bq1r1k/1pp1n1pp/1p1p4/4p2b/2B1P3/P1N1NP2/1PP3PP/R1BQ1RK1 w - - 2 14","4","109","13","384038","942825","116818","1183","324630","707","707","d1d3","d1d3","main-result","true","1574674","1329829.850","1184116900","3","3","3","0","info depth 13 seldepth 22 score cp 410 nodes 384038 nps 324630 time 1183 hashfull 707 pv d1d3 h5f7","{move=d1d3, main_pv=d1d3,h5f7, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=1183956700, helper_started=3, main_score_cp=410, main_qnodes=942825, source=main-result, main_tt_hits=116818, abort_ms=1183, main_move=d1d3, main_nodes=384038, search=109, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1183, event=bestmove, latest_move=d1d3}"
"measured","1","5","r1bq1r1k/1pp1n1pp/1p1p4/4p2b/2B1P3/P1N1NP2/1PP3PP/R1BQ1RK1 w - - 2 14","1","110","13","1549645","3889617","292659","4484","345594","720","720","d1d3","d1d3","main-result","true","1549645","345531.363","4484817200","0","0","0","0","info depth 13 seldepth 25 score cp 416 nodes 1549645 nps 345594 time 4484 hashfull 720 pv d1d3 h7h6 c1d2 h5f7 c4f7","{move=d1d3, main_pv=d1d3,h7h6,c1d2,h5f7,c4f7, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=4484693200, helper_started=0, main_score_cp=416, main_qnodes=3889617, source=main-result, main_tt_hits=292659, abort_ms=4484, main_move=d1d3, main_nodes=1549645, search=110, main_depth=13, legal=true, helper_pending=0, bestmove_ms=4484, event=bestmove, latest_move=d1d3}"
"measured","1","5","r1bq1r1k/1pp1n1pp/1p1p4/4p2b/2B1P3/P1N1NP2/1PP3PP/R1BQ1RK1 w - - 2 14","2","111","13","564632","1317819","169800","1588","355561","563","563","d1d3","d1d3","main-result","true","1122573","706507.178","1588905300","1","1","1","0","info depth 13 seldepth 21 score cp 419 nodes 564632 nps 355561 time 1588 hashfull 563 pv d1d3 c7c6 c1d2 b6b5 c4b3 h5f7 b3f7 f8f7 a3a4 b5a4 e3c4 f7f6 c3a4","{move=d1d3, main_pv=d1d3,c7c6,c1d2,b6b5,c4b3,h5f7,b3f7,f8f7,a3a4,b5a4,e3c4,f7f6,c3a4, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=1588708600, helper_started=1, main_score_cp=419, main_qnodes=1317819, source=main-result, main_tt_hits=169800, abort_ms=1588, main_move=d1d3, main_nodes=564632, search=111, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1588, event=bestmove, latest_move=d1d3}"
"measured","1","6","r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 24","1","112","13","634214","1300189","229620","1738","364910","408","408","b4b2","b4b2","main-result","true","634214","364657.520","1739204500","0","0","0","0","info depth 13 seldepth 23 score cp -43 nodes 634214 nps 364910 time 1738 hashfull 408 pv b4b2 e3d2 b2b6 g1h1 a8b8 d3d4 c6c5 a1b1 b6a5 d4d5 b8b1 f1b1","{move=b4b2, main_pv=b4b2,e3d2,b2b6,g1h1,a8b8,d3d4,c6c5,a1b1,b6a5,d4d5,b8b1,f1b1, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=1738967100, helper_started=0, main_score_cp=-43, main_qnodes=1300189, source=main-result, main_tt_hits=229620, abort_ms=1738, main_move=b4b2, main_nodes=634214, search=112, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1738, event=bestmove, latest_move=b4b2}"
"measured","1","6","r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 24","2","113","13","411338","879489","193477","1132","363372","423","423","b4b2","b4b2","main-result","true","825546","728114.713","1133813100","1","1","1","0","info depth 13 seldepth 24 score cp -46 nodes 411338 nps 363372 time 1132 hashfull 423 pv b4b2 e3d2 b2b6 g1h1 a8b8 d3d4 e8d8 a1b1 b6a7 b1b8 a7b8 f1b1 b8a7 d2g5","{move=b4b2, main_pv=b4b2,e3d2,b2b6,g1h1,a8b8,d3d4,e8d8,a1b1,b6a7,b1b8,a7b8,f1b1,b8a7,d2g5, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=1133637100, helper_started=1, main_score_cp=-46, main_qnodes=879489, source=main-result, main_tt_hits=193477, abort_ms=1133, main_move=b4b2, main_nodes=411338, search=113, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1133, event=bestmove, latest_move=b4b2}"
"measured","1","6","r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 24","4","114","13","458980","1005895","233012","1348","340489","670","670","b4b2","b4b2","main-result","true","1835034","1359739.000","1349548700","3","3","3","0","info depth 13 seldepth 23 score cp -63 nodes 458980 nps 340489 time 1348 hashfull 670 pv b4b2 d3d4 b2a3 e3d3 a8b8 a1b1 b8b1 f1b1 e8d8 h2h3","{move=b4b2, main_pv=b4b2,d3d4,b2a3,e3d3,a8b8,a1b1,b8b1,f1b1,e8d8,h2h3, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=1349390700, helper_started=3, main_score_cp=-63, main_qnodes=1005895, source=main-result, main_tt_hits=233012, abort_ms=1349, main_move=b4b2, main_nodes=458980, search=114, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1349, event=bestmove, latest_move=b4b2}"
"measured","1","7","r1bb4/3n1k2/p3p3/1p1pPp2/1Pp5/2P2N1B/P4PPP/4RK2 w - - 2 21","2","115","13","605471","1495822","180254","1444","419301","584","584","h3f5","h3f5","main-result","true","1199821","829948.655","1445656900","1","1","1","0","info depth 13 seldepth 26 score cp -295 nodes 605471 nps 419301 time 1444 hashfull 584 pv h3f5 a6a5 a2a3 e6f5 e5e6 f7f6 e6d7 c8d7 f3e5 d7e6 e5c6","{move=h3f5, main_pv=h3f5,a6a5,a2a3,e6f5,e5e6,f7f6,e6d7,c8d7,f3e5,d7e6,e5c6, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=1445500900, helper_started=1, main_score_cp=-295, main_qnodes=1495822, source=main-result, main_tt_hits=180254, abort_ms=1445, main_move=h3f5, main_nodes=605471, search=115, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1445, event=bestmove, latest_move=h3f5}"
"measured","1","7","r1bb4/3n1k2/p3p3/1p1pPp2/1Pp5/2P2N1B/P4PPP/4RK2 w - - 2 21","4","116","13","591499","1511531","201255","1463","404305","784","784","h3f5","h3f5","main-result","true","2330249","1591464.678","1464216600","3","3","3","0","info depth 13 seldepth 26 score cp -302 nodes 591499 nps 404305 time 1463 hashfull 784 pv h3f5 a6a5 a2a3 e6f5 e5e6 f7f6 e6d7 c8d7 e1d1 a5b4 a3b4 f6e6 f3d4 e6d6 f1e2 a8a3","{move=h3f5, main_pv=h3f5,a6a5,a2a3,e6f5,e5e6,f7f6,e6d7,c8d7,e1d1,a5b4,a3b4,f6e6,f3d4,e6d6,f1e2,a8a3, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=1464064800, helper_started=3, main_score_cp=-302, main_qnodes=1511531, source=main-result, main_tt_hits=201255, abort_ms=1464, main_move=h3f5, main_nodes=591499, search=116, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1464, event=bestmove, latest_move=h3f5}"
"measured","1","7","r1bb4/3n1k2/p3p3/1p1pPp2/1Pp5/2P2N1B/P4PPP/4RK2 w - - 2 21","1","117","13","994398","2473757","160864","2318","428989","574","574","h3f5","h3f5","main-result","true","994398","428724.606","2319433000","0","0","0","0","info depth 13 seldepth 26 score cp -295 nodes 994398 nps 428989 time 2318 hashfull 574 pv h3f5 a6a5 a2a3 e6f5 e5e6 f7f6 e6d7 c8d7 f3e5 d7e6 e5c6 d8c7 c6d4 e6d7 h2h4","{move=h3f5, main_pv=h3f5,a6a5,a2a3,e6f5,e5e6,f7f6,e6d7,c8d7,f3e5,d7e6,e5c6,d8c7,c6d4,e6d7,h2h4, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=2319305200, helper_started=0, main_score_cp=-295, main_qnodes=2473757, source=main-result, main_tt_hits=160864, abort_ms=2319, main_move=h3f5, main_nodes=994398, search=117, main_depth=13, legal=true, helper_pending=0, bestmove_ms=2319, event=bestmove, latest_move=h3f5}"
"measured","1","8","r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16","4","118","13","601665","1189967","247873","1713","351234","812","812","b3c2","b3c2","main-result","true","2378438","1386848.762","1714994500","3","3","3","0","info depth 13 seldepth 25 score cp 6 nodes 601665 nps 351234 time 1713 hashfull 812 pv b3c2 e7g6 d2f3 f7f5 c2f5 e6f4 e3f4 c8f5 f3g5 g6f4 f1f4 d8e7 a1f1 g7g6","{move=b3c2, main_pv=b3c2,e7g6,d2f3,f7f5,c2f5,e6f4,e3f4,c8f5,f3g5,g6f4,f1f4,d8e7,a1f1,g7g6, helper_submitted=3, aborted=false, helper_exited=3, helper_exceptions=0, search_elapsed_ns=1714845900, helper_started=3, main_score_cp=6, main_qnodes=1189967, source=main-result, main_tt_hits=247873, abort_ms=1714, main_move=b3c2, main_nodes=601665, search=118, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1714, event=bestmove, latest_move=b3c2}"
"measured","1","8","r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16","1","119","13","944419","1841645","307182","2460","383910","560","560","b3c2","b3c2","main-result","true","944419","383713.689","2461259600","0","0","0","0","info depth 13 seldepth 22 score cp 16 nodes 944419 nps 383910 time 2460 hashfull 560 pv b3c2 e7g6 d2f3 c7c6 f3e5 c8d7 a1e1 a7a6","{move=b3c2, main_pv=b3c2,e7g6,d2f3,c7c6,f3e5,c8d7,a1e1,a7a6, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=2461133700, helper_started=0, main_score_cp=16, main_qnodes=1841645, source=main-result, main_tt_hits=307182, abort_ms=2461, main_move=b3c2, main_nodes=944419, search=119, main_depth=13, legal=true, helper_pending=0, bestmove_ms=2461, event=bestmove, latest_move=b3c2}"
"measured","1","8","r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16","2","120","13","657563","1346864","278830","1794","366534","618","618","b3c2","b3c2","main-result","true","1339451","746169.648","1795102500","1","1","1","0","info depth 13 seldepth 22 score cp 17 nodes 657563 nps 366534 time 1794 hashfull 618 pv b3c2 e7g6 d2f3 c7c6 f3e5 c8d7 a1e1 d8c7 e3d2 a8e8 h5h3 c6c5 e5d7","{move=b3c2, main_pv=b3c2,e7g6,d2f3,c7c6,f3e5,c8d7,a1e1,d8c7,e3d2,a8e8,h5h3,c6c5,e5d7, helper_submitted=1, aborted=false, helper_exited=1, helper_exceptions=0, search_elapsed_ns=1794864300, helper_started=1, main_score_cp=17, main_qnodes=1346864, source=main-result, main_tt_hits=278830, abort_ms=1794, main_move=b3c2, main_nodes=657563, search=120, main_depth=13, legal=true, helper_pending=0, bestmove_ms=1794, event=bestmove, latest_move=b3c2}"
"measured","1","9","6k1/3r4/2R5/P5pp/3b4/6P1/5PK1/8 w - - 1 45","1","121","13","258683","591758","78893","482","536686","175","175","c6g6","c6g6","main-result","true","258683","534788.224","483711100","0","0","0","0","info depth 13 seldepth 25 score cp -110 nodes 258683 nps 536686 time 482 hashfull 175 pv c6g6 d7g7 g6d6 d4a7 d6d5 g8f7 d5d6 f7e7 d6c6 g7f7 c6c7 e7f6 c7f7 f6f7 a5a6 a7c5","{move=c6g6, main_pv=c6g6,d7g7,g6d6,d4a7,d6d5,g8f7,d5d6,f7e7,d6c6,g7f7,c6c7,e7f6,c7f7,f6f7,a5a6,a7c5, helper_submitted=0, aborted=false, helper_exited=0, helper_exceptions=0, search_elapsed_ns=483563400, helper_started=0, main_score_cp=-110, main_qnodes=591758, source=main-result, main_tt_hits=78893, abort_ms=483, main_move=c6g6, main_nodes=258683, search=121, main_depth=13, legal=true, helper_pending=0, bestmove_ms=483, event=bestmove, latest_move=c6g6}"
