"run_type","pass","position","threads","search","helper","exit_cause","completed_depth","bestmove","helper_nodes","helper_elapsed_ns","helper_nps","tt_reads","tt_writes","tt_other","after_abort","after_generation","after_clear","after_resize","reads_after_abort","writes_after_abort","other_after_abort","reads_after_generation","writes_after_generation","other_after_generation","reads_after_clear","writes_after_clear","other_after_clear","reads_after_resize","writes_after_resize","other_after_resize","diagnostic"
"measured","1","0","2","95","1","helper-abort","13","e2e4","348747","881458800","395647.533","502350","347236","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=881540100, other_after_abort=0, writes_after_generation=0, abort_ms=881, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=347236, reads_after_generation=0, search=95, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=881, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=881458800, writes_after_abort=0, helper_nodes=348747, bestmove=e2e4, other_after_resize=0, exit_cause=helper-abort, tt_reads=502350, other_after_generation=0, exit_ms=881}"
"measured","1","0","4","96","3","helper-abort","13","e2e4","264245","696074600","379621.667","408759","262923","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=696167900, other_after_abort=0, writes_after_generation=0, abort_ms=696, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=262923, reads_after_generation=0, search=96, helper=3, writes_after_clear=0, writes_after_resize=0, bestmove_ms=696, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=696074600, writes_after_abort=0, helper_nodes=264245, bestmove=e2e4, other_after_resize=0, exit_cause=helper-abort, tt_reads=408759, other_after_generation=0, exit_ms=696}"
"measured","1","0","4","96","2","helper-abort","13","e2e4","268030","696092900","385049.179","408698","266994","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=696167800, other_after_abort=0, writes_after_generation=0, abort_ms=696, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=266994, reads_after_generation=0, search=96, helper=2, writes_after_clear=0, writes_after_resize=0, bestmove_ms=696, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=696092900, writes_after_abort=0, helper_nodes=268030, bestmove=e2e4, other_after_resize=0, exit_cause=helper-abort, tt_reads=408698, other_after_generation=0, exit_ms=696}"
"measured","1","0","4","96","1","helper-abort","13","e2e4","269609","696092000","387318.056","398622","268624","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=696167200, other_after_abort=0, writes_after_generation=0, abort_ms=696, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=268624, reads_after_generation=0, search=96, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=696, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=696092000, writes_after_abort=0, helper_nodes=269609, bestmove=e2e4, other_after_resize=0, exit_cause=helper-abort, tt_reads=398622, other_after_generation=0, exit_ms=696}"
"measured","1","1","2","97","1","helper-abort","13","e2a6","4767337","16994968700","280514.609","6442876","4749134","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=16995057400, other_after_abort=0, writes_after_generation=0, abort_ms=16995, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=4749134, reads_after_generation=0, search=97, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=16995, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=16994968700, writes_after_abort=0, helper_nodes=4767337, bestmove=e2a6, other_after_resize=0, exit_cause=helper-abort, tt_reads=6442876, other_after_generation=0, exit_ms=16995}"
"measured","1","1","4","98","2","helper-abort","13","e2a6","3060165","11831241700","258651.212","4995945","3047127","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=11831323200, other_after_abort=0, writes_after_generation=0, abort_ms=11831, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=3047127, reads_after_generation=0, search=98, helper=2, writes_after_clear=0, writes_after_resize=0, bestmove_ms=11831, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=11831241700, writes_after_abort=0, helper_nodes=3060165, bestmove=e2a6, other_after_resize=0, exit_cause=helper-abort, tt_reads=4995945, other_after_generation=0, exit_ms=11831}"
"measured","1","1","4","98","1","helper-abort","13","e2a6","3109066","11831248000","262784.281","4858716","3096194","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=11831322600, other_after_abort=0, writes_after_generation=0, abort_ms=11831, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=3096194, reads_after_generation=0, search=98, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=11831, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=11831248000, writes_after_abort=0, helper_nodes=3109066, bestmove=e2a6, other_after_resize=0, exit_cause=helper-abort, tt_reads=4858716, other_after_generation=0, exit_ms=11831}"
"measured","1","1","4","98","3","helper-abort","13","e2a6","3075946","11831229400","259985.323","4851138","3063134","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=11831322700, other_after_abort=0, writes_after_generation=0, abort_ms=11831, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=3063134, reads_after_generation=0, search=98, helper=3, writes_after_clear=0, writes_after_resize=0, bestmove_ms=11831, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=11831229400, writes_after_abort=0, helper_nodes=3075946, bestmove=e2a6, other_after_resize=0, exit_cause=helper-abort, tt_reads=4851138, other_after_generation=0, exit_ms=11831}"
"measured","1","2","4","100","2","helper-abort","13","e1d2","6657","7166100","928957.173","14790","6640","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=7256700, other_after_abort=0, writes_after_generation=0, abort_ms=7, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=6640, reads_after_generation=0, search=100, helper=2, writes_after_clear=0, writes_after_resize=0, bestmove_ms=7, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=7166100, writes_after_abort=0, helper_nodes=6657, bestmove=e1d2, other_after_resize=0, exit_cause=helper-abort, tt_reads=14790, other_after_generation=0, exit_ms=7}"
"measured","1","2","4","100","3","helper-abort","13","e1d2","6604","7168300","921278.406","14762","6590","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=1, reads_after_clear=0, search_elapsed_ns=7256600, other_after_abort=0, writes_after_generation=0, abort_ms=7, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=6590, reads_after_generation=0, search=100, helper=3, writes_after_clear=0, writes_after_resize=0, bestmove_ms=7, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=1, after_clear=0, reads_after_resize=0, helper_elapsed_ns=7168300, writes_after_abort=0, helper_nodes=6604, bestmove=e1d2, other_after_resize=0, exit_cause=helper-abort, tt_reads=14762, other_after_generation=0, exit_ms=7}"
"measured","1","2","4","100","1","helper-abort","13","e1d2","6768","7168100","944183.256","14957","6755","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=7256100, other_after_abort=0, writes_after_generation=0, abort_ms=7, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=6755, reads_after_generation=0, search=100, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=7, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=7168100, writes_after_abort=0, helper_nodes=6768, bestmove=e1d2, other_after_resize=0, exit_cause=helper-abort, tt_reads=14957, other_after_generation=0, exit_ms=7}"
"measured","1","2","2","102","1","helper-abort","13","e1d2","6050","6734100","898412.557","13966","6039","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=6827500, other_after_abort=0, writes_after_generation=0, abort_ms=6, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=6039, reads_after_generation=0, search=102, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=6, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=6734100, writes_after_abort=0, helper_nodes=6050, bestmove=e1d2, other_after_resize=0, exit_cause=helper-abort, tt_reads=13966, other_after_generation=0, exit_ms=6}"
"measured","1","3","2","104","1","helper-abort","13","c4c5","550472","1867686400","294734.705","895909","544415","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1867756300, other_after_abort=0, writes_after_generation=0, abort_ms=1867, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=544415, reads_after_generation=0, search=104, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1867, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1867686400, writes_after_abort=0, helper_nodes=550472, bestmove=c4c5, other_after_resize=0, exit_cause=helper-abort, tt_reads=895909, other_after_generation=0, exit_ms=1867}"
"measured","1","3","4","105","1","helper-abort","13","c4c5","396981","1463832100","271192.987","759974","392698","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1463914400, other_after_abort=0, writes_after_generation=0, abort_ms=1463, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=392698, reads_after_generation=0, search=105, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1463, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1463832100, writes_after_abort=0, helper_nodes=396981, bestmove=c4c5, other_after_resize=0, exit_cause=helper-abort, tt_reads=759974, other_after_generation=0, exit_ms=1463}"
"measured","1","3","4","105","3","helper-abort","13","c4c5","402610","1463813100","275041.944","762812","398241","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1463914500, other_after_abort=0, writes_after_generation=0, abort_ms=1463, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=398241, reads_after_generation=0, search=105, helper=3, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1463, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1463813100, writes_after_abort=0, helper_nodes=402610, bestmove=c4c5, other_after_resize=0, exit_cause=helper-abort, tt_reads=762812, other_after_generation=0, exit_ms=1463}"
"measured","1","3","4","105","2","helper-abort","13","c4c5","398267","1463818100","272074.105","751093","393664","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1463914500, other_after_abort=0, writes_after_generation=0, abort_ms=1463, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=393664, reads_after_generation=0, search=105, helper=2, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1463, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1463818100, writes_after_abort=0, helper_nodes=398267, bestmove=c4c5, other_after_resize=0, exit_cause=helper-abort, tt_reads=751093, other_after_generation=0, exit_ms=1463}"
"measured","1","4","2","106","1","helper-abort","12","b5c4","279434","783096700","356832.049","399533","278283","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=783172600, other_after_abort=0, writes_after_generation=0, abort_ms=783, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=278283, reads_after_generation=0, search=106, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=783, tt_other=1, event=exit, start_ms=0, completed_depth=12, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=783096700, writes_after_abort=0, helper_nodes=279434, bestmove=b5c4, other_after_resize=0, exit_cause=helper-abort, tt_reads=399533, other_after_generation=0, exit_ms=783}"
"measured","1","4","4","107","1","helper-abort","13","b5c4","141914","398042400","356529.857","251618","141255","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=398097400, other_after_abort=0, writes_after_generation=0, abort_ms=398, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=141255, reads_after_generation=0, search=107, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=398, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=398042400, writes_after_abort=0, helper_nodes=141914, bestmove=b5c4, other_after_resize=0, exit_cause=helper-abort, tt_reads=251618, other_after_generation=0, exit_ms=398}"
"measured","1","4","4","107","3","helper-abort","13","b5c4","143508","398021800","360553.115","257565","142827","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=398097400, other_after_abort=0, writes_after_generation=0, abort_ms=398, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=142827, reads_after_generation=0, search=107, helper=3, writes_after_clear=0, writes_after_resize=0, bestmove_ms=398, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=398021800, writes_after_abort=0, helper_nodes=143508, bestmove=b5c4, other_after_resize=0, exit_cause=helper-abort, tt_reads=257565, other_after_generation=0, exit_ms=398}"
"measured","1","4","4","107","2","helper-abort","13","b5c4","143280","398021900","359980.192","234938","142754","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=398097400, other_after_abort=0, writes_after_generation=0, abort_ms=398, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=142754, reads_after_generation=0, search=107, helper=2, writes_after_clear=0, writes_after_resize=0, bestmove_ms=398, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=398021900, writes_after_abort=0, helper_nodes=143280, bestmove=b5c4, other_after_resize=0, exit_cause=helper-abort, tt_reads=234938, other_after_generation=0, exit_ms=398}"
"measured","1","5","4","109","2","helper-abort","12","g1h1","398181","1183851900","336343.592","562740","394297","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=1, reads_after_clear=0, search_elapsed_ns=1183959700, other_after_abort=0, writes_after_generation=0, abort_ms=1183, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=394297, reads_after_generation=0, search=109, helper=2, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1183, tt_other=1, event=exit, start_ms=0, completed_depth=12, submit_ms=0, after_abort=1, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1183851900, writes_after_abort=0, helper_nodes=398181, bestmove=g1h1, other_after_resize=0, exit_cause=helper-abort, tt_reads=562740, other_after_generation=0, exit_ms=1183}"
"measured","1","5","4","109","1","helper-abort","13","d1d3","395245","1183849200","333864.313","562275","391751","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1183957100, other_after_abort=0, writes_after_generation=0, abort_ms=1183, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=391751, reads_after_generation=0, search=109, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1183, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1183849200, writes_after_abort=0, helper_nodes=395245, bestmove=d1d3, other_after_resize=0, exit_cause=helper-abort, tt_reads=562275, other_after_generation=0, exit_ms=1183}"
"measured","1","5","4","109","3","helper-abort","13","d1d3","397210","1183843500","335525.768","559536","393703","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1183957200, other_after_abort=0, writes_after_generation=0, abort_ms=1183, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=393703, reads_after_generation=0, search=109, helper=3, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1183, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=1, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1183843500, writes_after_abort=1, helper_nodes=397210, bestmove=d1d3, other_after_resize=0, exit_cause=helper-abort, tt_reads=559536, other_after_generation=0, exit_ms=1183}"
"measured","1","5","2","111","1","helper-abort","12","d1d2","557941","1588639400","351206.825","764197","553146","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1588711800, other_after_abort=0, writes_after_generation=0, abort_ms=1588, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=553146, reads_after_generation=0, search=111, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1588, tt_other=1, event=exit, start_ms=0, completed_depth=12, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1588639400, writes_after_abort=0, helper_nodes=557941, bestmove=d1d2, other_after_resize=0, exit_cause=helper-abort, tt_reads=764197, other_after_generation=0, exit_ms=1588}"
"measured","1","6","2","113","1","helper-abort","13","b4b2","414208","1133578800","365398.506","679416","411171","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1133664100, other_after_abort=0, writes_after_generation=0, abort_ms=1133, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=411171, reads_after_generation=0, search=113, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1133, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1133578800, writes_after_abort=0, helper_nodes=414208, bestmove=b4b2, other_after_resize=0, exit_cause=helper-abort, tt_reads=679416, other_after_generation=0, exit_ms=1133}"
"measured","1","6","4","114","3","helper-abort","13","b4b2","453484","1349324600","336082.215","756534","450718","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1349395300, other_after_abort=0, writes_after_generation=0, abort_ms=1349, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=450718, reads_after_generation=0, search=114, helper=3, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1349, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1349324600, writes_after_abort=0, helper_nodes=453484, bestmove=b4b2, other_after_resize=0, exit_cause=helper-abort, tt_reads=756534, other_after_generation=0, exit_ms=1349}"
"measured","1","6","4","114","1","helper-abort","13","b4b2","467262","1349334700","346290.657","749568","464232","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1349395600, other_after_abort=0, writes_after_generation=0, abort_ms=1349, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=464232, reads_after_generation=0, search=114, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1349, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1349334700, writes_after_abort=0, helper_nodes=467262, bestmove=b4b2, other_after_resize=0, exit_cause=helper-abort, tt_reads=749568, other_after_generation=0, exit_ms=1349}"
"measured","1","6","4","114","2","helper-abort","13","b4b2","455308","1349324500","337434.027","751884","452287","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1349395300, other_after_abort=0, writes_after_generation=0, abort_ms=1349, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=452287, reads_after_generation=0, search=114, helper=2, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1349, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1349324500, writes_after_abort=0, helper_nodes=455308, bestmove=b4b2, other_after_resize=0, exit_cause=helper-abort, tt_reads=751884, other_after_generation=0, exit_ms=1349}"
"measured","1","7","2","115","1","helper-abort","13","h3f5","594350","1445447300","411187.596","819896","589632","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1445501000, other_after_abort=0, writes_after_generation=0, abort_ms=1445, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=589632, reads_after_generation=0, search=115, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1445, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1445447300, writes_after_abort=0, helper_nodes=594350, bestmove=h3f5, other_after_resize=0, exit_cause=helper-abort, tt_reads=819896, other_after_generation=0, exit_ms=1445}"
"measured","1","7","4","116","1","helper-abort","13","h3f5","570183","1463984200","389473.466","824812","566011","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1464062200, other_after_abort=0, writes_after_generation=0, abort_ms=1464, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=566011, reads_after_generation=0, search=116, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1464, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1463984200, writes_after_abort=0, helper_nodes=570183, bestmove=h3f5, other_after_resize=0, exit_cause=helper-abort, tt_reads=824812, other_after_generation=0, exit_ms=1464}"
"measured","1","7","4","116","2","helper-abort","12","h3f5","578416","1463986800","395096.459","834738","573504","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1464064900, other_after_abort=0, writes_after_generation=0, abort_ms=1464, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=573504, reads_after_generation=0, search=116, helper=2, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1464, tt_other=1, event=exit, start_ms=0, completed_depth=12, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1463986800, writes_after_abort=0, helper_nodes=578416, bestmove=h3f5, other_after_resize=0, exit_cause=helper-abort, tt_reads=834738, other_after_generation=0, exit_ms=1464}"
"measured","1","7","4","116","3","helper-abort","13","h3f5","590151","1463979700","403114.196","823355","585256","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1464062000, other_after_abort=0, writes_after_generation=0, abort_ms=1464, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=585256, reads_after_generation=0, search=116, helper=3, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1464, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1463979700, writes_after_abort=0, helper_nodes=590151, bestmove=h3f5, other_after_resize=0, exit_cause=helper-abort, tt_reads=823355, other_after_generation=0, exit_ms=1464}"
"measured","1","8","4","118","2","helper-abort","12","b3c2","611523","1714716400","356632.152","954765","608783","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1714846700, other_after_abort=0, writes_after_generation=0, abort_ms=1714, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=608783, reads_after_generation=0, search=118, helper=2, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1714, tt_other=1, event=exit, start_ms=0, completed_depth=12, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1714716400, writes_after_abort=0, helper_nodes=611523, bestmove=b3c2, other_after_resize=0, exit_cause=helper-abort, tt_reads=954765, other_after_generation=0, exit_ms=1714}"
"measured","1","8","4","118","1","helper-abort","13","b3c2","588206","1714714100","343034.445","919256","585540","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1714844300, other_after_abort=0, writes_after_generation=0, abort_ms=1714, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=585540, reads_after_generation=0, search=118, helper=1, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1714, tt_other=1, event=exit, start_ms=0, completed_depth=13, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1714714100, writes_after_abort=0, helper_nodes=588206, bestmove=b3c2, other_after_resize=0, exit_cause=helper-abort, tt_reads=919256, other_after_generation=0, exit_ms=1714}"
"measured","1","8","4","118","3","helper-abort","12","b3c2","577044","1714715700","336524.591","862215","574372","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","{exception=-, reads_after_abort=0, reads_after_clear=0, search_elapsed_ns=1714846900, other_after_abort=0, writes_after_generation=0, abort_ms=1714, after_resize=0, other_after_clear=0, after_generation=0, tt_writes=574372, reads_after_generation=0, search=118, helper=3, writes_after_clear=0, writes_after_resize=0, bestmove_ms=1714, tt_other=1, event=exit, start_ms=0, completed_depth=12, submit_ms=0, after_abort=0, after_clear=0, reads_after_resize=0, helper_elapsed_ns=1714715700, writes_after_abort=0, helper_nodes=577044, bestmove=b3c2, other_after_resize=0, exit_cause=helper-abort, tt_reads=862215, other_after_generation=0, exit_ms=1714}"
